Index,Percentage Difference (%),Matlab,Python
871,3.8980842421827284e-08,(0.187306996+0j),(0.18730699607301385+0j)
872,5.5419860046544696e-08,(0.256758654+0j),(0.2567586538577047+0j)
873,1.0820683275132508e-07,(0.256758876+0j),(0.2567588757221694+0j)
874,0.0,(8+0j),(8+0j)
875,0.0,(9+0j),(9+0j)
876,0.0,(10+0j),(10+0j)
877,0.0,(11+0j),(11+0j)
878,1.6551767201110668e-07,(0.20304455+0j),(0.2030445503360746+0j)
879,8.548533800148248e-08,(0.203061274+0j),(0.20306127417358763+0j)
880,1.350310174939889e-07,(0.247542124+0j),(0.24754212366574135+0j)
881,4.637573085204948e-08,(0.247541958+0j),(0.2475419581147994+0j)
882,0.0,(8+0j),(8+0j)
883,0.0,(9+0j),(9+0j)
884,0.0,(12+0j),(12+0j)
885,0.0,(13+0j),(13+0j)
886,3.8977680980848025e-07,(0.118209965+0j),(0.11820996546075503+0j)
887,2.114184016117442e-07,(0.118353186+0j),(0.11835318574977959+0j)
888,0.0,(0.389571726+0j),(0.389571726+0j)
889,1.0189794342115405e-07,(0.389885945+0j),(0.38988594539728577+0j)
890,0.0,(1+0j),(1+0j)
891,0.0,(2+0j),(2+0j)
892,0.0,(6+0j),(6+0j)
893,0.0,(7+0j),(7+0j)
894,1.753600155402069e-07,(0.243669352+0j),(0.2436693515727014+0j)
895,1.0777301323109484e-07,(0.428071826+0j),(0.4280718264613459+0j)
896,4.295530479772251e-08,(0.329092013+0j),(0.3290920131413625+0j)
897,1.2986744130984467e-07,(0.161263392+0j),(0.16126339220942865+0j)
898,0.0,(1+0j),(1+0j)
899,0.0,(4+0j),(4+0j)
900,0.0,(5+0j),(5+0j)
901,1.932260444715415e-08,(0.364044026+0j),(0.36404402592965723+0j)
902,7.125048597405491e-08,(0.383685396+0j),(0.3836853962733777+0j)
903,2.6369031865617667e-07,(0.177508275+0j),(0.17750827546807213+0j)
904,0.0,(1+0j),(1+0j)
905,0.0,(4+0j),(4+0j)
906,0.0,(5+0j),(5+0j)
907,0.0,(7+0j),(7+0j)
908,1.2758840493388797e-07,(0.19355576+0j),(0.1935557597530453+0j)
909,0.0,(0.261784191+0j),(0.261784191+0j)
910,3.778337426022178e-09,(0.761663102+0j),(0.7616631020287782+0j)
911,1.964236347729967e-07,(0.141355745+0j),(0.1413557452776561+0j)
912,0.0,(1+0j),(1+0j)
913,0.0,(2+0j),(2+0j)
914,0.0,(6+0j),(6+0j)
915,0.0,(7+0j),(7+0j)
916,1.45519052499783e-07,(0.144008964+0j),(0.14400896420956047+0j)
917,1.541236884238895e-07,(0.188999169+0j),(0.1889991687087075+0j)
918,1.115482919746564e-07,(0.360896334+0j),(0.3608963344025737+0j)
919,0.0,(0.768733269+0j),(0.768733269+0j)
920,0.0,(3+0j),(3+0j)
921,0.0,(6+0j),(6+0j)
922,7.435072121186647e-09,(1.133832077+0j),(1.1338320770843013+0j)
923,1.7463381606921474e-07,(0.131318306+0j),(0.13131830622932616+0j)
924,0.0,(-590.7894334+0j),(-590.7894334+0j)
925,0.0,(-638.4006611+0j),(-638.4006611+0j)
926,0.0,(-405.755829+0j),(-405.755829+0j)
927,2.0459414714733186e-06,(-0.048877253+0j),(-0.048877254+0j)
928,0.0,(-4.215737399+0j),(-4.215737399+0j)
929,0.0,(-27.46996305+0j),(-27.46996305+0j)
930,0.0,(-19.59435328+0j),(-19.59435328+0j)
931,0.0,(-31.61407698+0j),(-31.61407698+0j)
932,1.0724363109754043e-09,(8131.068682+0j),(8131.068682087201+0j)
933,3.1890866898556588e-09,(7667.239742+0j),(7667.239741755485+0j)
934,0.0,(295.325591+0j),(295.325591+0j)
935,2.80267568865183e-09,(6.358958842+0j),(6.358958842178221+0j)
936,0.0,0j,0j
937,3.22320854543612e-08,(14.0822751+0j),(14.082275104539011+0j)
938,0.0,0j,0j
939,0.0,0j,0j
940,2.8891203094768454e-08,(1294.099773+0j),(1294.099773373881+0j)
941,1.8765180266936806e-08,(1220.279105+0j),(1220.2791047710125+0j)
942,2.6158509058407923e-09,(47.00252762+0j),(47.00252762122952+0j)
943,3.4525700732053576e-08,(1.012059733+0j),(1.0120597326505794+0j)
944,0.0,0j,0j
945,5.919838945216021e-09,(2.241263693+0j),(2.241263692867321+0j)
946,0.0,0j,0j
947,0.0,0j,0j
948,0.0,(0.072467242+0j),(0.072467242+0j)
949,0.0,(0.082976295+0j),(0.082976295+0j)
950,5.519028482959598e-08,(0.808517606+0j),(0.8085176055537768+0j)
951,0.0,(0.007686134+0j),(0.007686134+0j)
952,0.0,(1+0j),(1+0j)
953,4.804753233596824e-08,(0.889881715+0j),(0.8898817145724338+0j)
954,0.0,(1+0j),(1+0j)
955,0.0,(1+0j),(1+0j)
956,0.0,(8+0j),(8+0j)
957,0.0,(9+0j),(9+0j)
958,0.0,(10+0j),(10+0j)
959,0.0,(11+0j),(11+0j)
960,1.3869475266727775e-07,(0.187321462+0j),(0.18732146225980503+0j)
961,1.0466444029965933e-07,(0.187306838+0j),(0.18730683780395635+0j)
962,5.193489704441467e-08,(0.256758422+0j),(0.2567584221333472+0j)
963,3.998195036439929e-08,(0.256759178+0j),(0.25675917789734265+0j)
964,0.0,(8+0j),(8+0j)
965,0.0,(9+0j),(9+0j)
966,0.0,(10+0j),(10+0j)
967,0.0,(11+0j),(11+0j)
968,1.1606740531031543e-08,(0.203044693+0j),(0.20304469297643313+0j)
969,2.2928031171193716e-07,(0.20306143+0j),(0.20306143046557987+0j)
970,9.680639251900387e-08,(0.247542341+0j),(0.2475423412396368+0j)
971,1.7395911612742e-07,(0.247541663+0j),(0.2475416625693787+0j)
972,0.0,(8+0j),(8+0j)
973,0.0,(9+0j),(9+0j)
974,0.0,(12+0j),(12+0j)
975,0.0,(13+0j),(13+0j)
976,5.252672526564814e-08,(0.118448557+0j),(0.11844855693778285+0j)
977,1.4784442995495832e-07,(0.118473783+0j),(0.11847378282484311+0j)
978,4.574000350391429e-08,(0.39012904+0j),(0.39012903982155495+0j)
979,6.917028846628554e-08,(0.390281892+0j),(0.39028189226995913+0j)
980,0.0,(1+0j),(1+0j)
981,0.0,(4+0j),(4+0j)
982,0.0,(5+0j),(5+0j)
983,1.211979406462415e-07,(0.357143518+0j),(0.3571435175671494+0j)
984,5.9357535524202375e-08,(0.366341769+0j),(0.36634176921745143+0j)
985,2.0850215513630203e-07,(0.199976895+0j),(0.19997689541695612+0j)
986,0.0,(1+0j),(1+0j)
987,0.0,(4+0j),(4+0j)
988,0.0,(5+0j),(5+0j)
989,6.562708816775477e-09,(0.240191329+0j),(0.24019132901576307+0j)
990,3.187824786278726e-08,(0.263390337+0j),(0.26339033691603575+0j)
991,5.238518470475336e-08,(0.647319308+0j),(0.6473193083390995+0j)
992,0.0,(1+0j),(1+0j)
993,0.0,(2+0j),(2+0j)
994,0.0,(6+0j),(6+0j)
995,0.0,(7+0j),(7+0j)
996,4.933320826042423e-08,(0.186882684+0j),(0.18688268390780477+0j)
997,6.930629793530797e-08,(0.402031373+0j),(0.40203137272136696+0j)
998,3.71757932455681e-08,(0.357576466+0j),(0.35757646613293187+0j)
999,3.5580271577068984e-08,(0.190341417+0j),(0.19034141693227602+0j)
1000,0.0,(1+0j),(1+0j)
1001,0.0,(2+0j),(2+0j)
1002,0.0,(6+0j),(6+0j)
1003,0.0,(7+0j),(7+0j)
1004,2.991391874381742e-07,(0.156898926+0j),(0.15689892646934617+0j)
1005,1.764023514080853e-08,(0.266545953+0j),(0.26654595304701934+0j)
1006,1.08299236212764e-07,(0.344190479+0j),(0.34419047862724433+0j)
1007,6.898581471464714e-08,(0.659854634+0j),(0.6598546335447939+0j)
1008,0.0,(3+0j),(3+0j)
1009,0.0,(6+0j),(6+0j)
1010,5.139339194097527e-09,(1.133549521+0j),(1.133549520941743+0j)
1011,2.0430080466431097e-09,(0.131231866+0j),(0.13123186600268108+0j)
1012,0.0,(1+0j),(1+0j)
1013,0.0,(1+0j),(1+0j)
1014,0.0,(1+0j),(1+0j)
1015,0.0,(1+0j),(1+0j)
1016,0.0,(1+0j),(1+0j)
1017,0.0,(1+0j),(1+0j)
1018,0.0,(1+0j),(1+0j)
1019,0.0,(1+0j),(1+0j)
1020,0.0,(1+0j),(1+0j)
1021,0.0,(1+0j),(1+0j)
